,age,job,marital,education,default,housing,loan,comm_type,month,day_of_week,last_contact_duration,campaign_contact_count,poutcome,cons.price.idx,cons.conf.idx,nr.employed,cluster
5910,23,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,633,1,nonexistent,93.994,-36.4,5191.0,1
5911,49,blue-collar,married,high.school,no,no,no,telephone,may,mon,560,4,nonexistent,93.994,-36.4,5191.0,1
5912,38,technician,married,professional.course,no,yes,no,telephone,may,tue,114,3,nonexistent,93.994,-36.4,5191.0,2
5913,37,blue-collar,married,high.school,no,yes,yes,telephone,may,tue,172,7,nonexistent,93.994,-36.4,5191.0,2
5914,39,admin.,married,professional.course,no,yes,no,telephone,may,tue,292,7,nonexistent,93.994,-36.4,5191.0,1
5915,43,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,269,3,nonexistent,93.994,-36.4,5191.0,2
5916,42,services,married,high.school,unknown,yes,yes,telephone,may,tue,220,6,nonexistent,93.994,-36.4,5191.0,2
5917,55,housemaid,divorced,unknown,unknown,yes,no,telephone,may,tue,376,3,nonexistent,93.994,-36.4,5191.0,1
5918,44,blue-collar,single,basic.6y,no,no,yes,telephone,may,tue,73,6,nonexistent,93.994,-36.4,5191.0,2
5919,40,blue-collar,married,high.school,no,no,yes,telephone,may,tue,121,2,nonexistent,93.994,-36.4,5191.0,2
5920,41,services,married,high.school,no,yes,no,telephone,may,tue,59,4,nonexistent,93.994,-36.4,5191.0,2
5921,32,management,married,university.degree,no,yes,no,telephone,may,tue,64,3,nonexistent,93.994,-36.4,5191.0,2
5922,57,admin.,married,basic.6y,unknown,yes,no,telephone,may,tue,353,3,nonexistent,93.994,-36.4,5191.0,1
5923,38,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,322,5,nonexistent,93.994,-36.4,5191.0,1
5924,50,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,tue,67,3,nonexistent,93.994,-36.4,5191.0,2
5925,41,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,163,2,nonexistent,93.994,-36.4,5191.0,2
5926,52,technician,divorced,university.degree,no,no,no,telephone,may,tue,99,3,nonexistent,93.994,-36.4,5191.0,2
5927,31,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,27,2,nonexistent,93.994,-36.4,5191.0,2
5928,34,technician,single,professional.course,no,yes,no,telephone,may,tue,119,2,nonexistent,93.994,-36.4,5191.0,2
5929,56,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,148,4,nonexistent,93.994,-36.4,5191.0,2
5930,51,admin.,single,basic.6y,no,no,no,telephone,may,tue,222,4,nonexistent,93.994,-36.4,5191.0,2
5931,40,management,married,high.school,no,yes,yes,telephone,may,tue,265,2,nonexistent,93.994,-36.4,5191.0,2
5932,39,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,214,2,nonexistent,93.994,-36.4,5191.0,2
5933,36,entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,152,2,nonexistent,93.994,-36.4,5191.0,2
5934,28,admin.,single,university.degree,no,no,no,telephone,may,tue,75,2,nonexistent,93.994,-36.4,5191.0,2
5935,32,management,married,high.school,no,yes,yes,telephone,may,tue,62,4,nonexistent,93.994,-36.4,5191.0,2
5936,38,blue-collar,single,high.school,no,no,no,telephone,may,tue,112,3,nonexistent,93.994,-36.4,5191.0,2
5937,46,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,220,6,nonexistent,93.994,-36.4,5191.0,2
5938,42,management,married,unknown,unknown,no,no,telephone,may,tue,204,3,nonexistent,93.994,-36.4,5191.0,2
5939,37,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,160,6,nonexistent,93.994,-36.4,5191.0,2
5940,31,admin.,married,high.school,unknown,no,no,telephone,may,tue,233,1,nonexistent,93.994,-36.4,5191.0,2
5941,30,services,married,high.school,no,yes,no,telephone,may,tue,129,1,nonexistent,93.994,-36.4,5191.0,2
5942,41,management,married,unknown,no,no,no,telephone,may,tue,172,1,nonexistent,93.994,-36.4,5191.0,2
5943,34,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,578,2,nonexistent,93.994,-36.4,5191.0,1
5944,46,blue-collar,divorced,basic.6y,no,no,no,telephone,may,tue,183,9,nonexistent,93.994,-36.4,5191.0,2
5945,37,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,565,2,nonexistent,93.994,-36.4,5191.0,1
5946,24,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,154,1,nonexistent,93.994,-36.4,5191.0,2
5947,30,admin.,married,basic.9y,no,yes,yes,telephone,may,tue,125,1,nonexistent,93.994,-36.4,5191.0,2
5948,45,services,divorced,unknown,no,yes,no,telephone,may,tue,1063,5,nonexistent,93.994,-36.4,5191.0,0
5949,36,admin.,married,high.school,no,yes,no,telephone,may,tue,111,1,nonexistent,93.994,-36.4,5191.0,2
5950,48,blue-collar,married,professional.course,no,yes,yes,telephone,may,tue,231,1,nonexistent,93.994,-36.4,5191.0,2
5951,47,management,married,professional.course,no,no,no,telephone,may,tue,195,1,nonexistent,93.994,-36.4,5191.0,2
5952,39,admin.,single,university.degree,unknown,no,no,telephone,may,tue,125,3,nonexistent,93.994,-36.4,5191.0,2
5953,36,technician,single,high.school,no,yes,yes,telephone,may,tue,193,5,nonexistent,93.994,-36.4,5191.0,2
5954,38,housemaid,married,basic.9y,no,no,no,telephone,may,tue,287,4,nonexistent,93.994,-36.4,5191.0,2
5955,37,technician,single,high.school,unknown,yes,yes,telephone,may,tue,277,4,nonexistent,93.994,-36.4,5191.0,2
5956,30,technician,single,professional.course,no,no,no,telephone,may,tue,84,4,nonexistent,93.994,-36.4,5191.0,2
5957,38,admin.,married,university.degree,no,yes,no,telephone,may,tue,47,5,nonexistent,93.994,-36.4,5191.0,2
5958,28,services,married,unknown,no,yes,no,telephone,may,tue,285,1,nonexistent,93.994,-36.4,5191.0,2
5959,37,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,130,2,nonexistent,93.994,-36.4,5191.0,2
5960,43,management,married,high.school,no,no,no,telephone,may,tue,24,1,nonexistent,93.994,-36.4,5191.0,2
5961,32,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,955,1,nonexistent,93.994,-36.4,5191.0,0
5962,35,admin.,married,high.school,unknown,yes,yes,telephone,may,tue,236,1,nonexistent,93.994,-36.4,5191.0,2
5963,41,services,married,university.degree,no,yes,no,telephone,may,tue,336,2,nonexistent,93.994,-36.4,5191.0,1
5964,52,unknown,married,basic.4y,no,no,no,telephone,may,tue,150,1,nonexistent,93.994,-36.4,5191.0,2
5965,31,technician,married,professional.course,no,no,no,telephone,may,tue,159,1,nonexistent,93.994,-36.4,5191.0,2
5966,28,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,180,1,nonexistent,93.994,-36.4,5191.0,2
5967,50,entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,163,2,nonexistent,93.994,-36.4,5191.0,2
5968,35,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,197,1,nonexistent,93.994,-36.4,5191.0,2
5969,39,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,218,1,nonexistent,93.994,-36.4,5191.0,2
5970,40,technician,married,basic.9y,no,yes,no,telephone,may,tue,34,3,nonexistent,93.994,-36.4,5191.0,2
5971,34,admin.,single,high.school,no,yes,no,telephone,may,tue,386,11,nonexistent,93.994,-36.4,5191.0,1
5972,27,student,single,university.degree,no,yes,no,telephone,may,tue,154,1,nonexistent,93.994,-36.4,5191.0,2
5973,33,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,159,2,nonexistent,93.994,-36.4,5191.0,2
5974,39,entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,157,2,nonexistent,93.994,-36.4,5191.0,2
5975,39,housemaid,married,basic.4y,no,yes,no,telephone,may,tue,227,3,nonexistent,93.994,-36.4,5191.0,2
5976,43,entrepreneur,married,basic.4y,no,no,no,telephone,may,tue,116,1,nonexistent,93.994,-36.4,5191.0,2
5977,26,technician,married,professional.course,no,no,no,telephone,may,tue,205,3,nonexistent,93.994,-36.4,5191.0,2
5978,42,services,married,professional.course,no,yes,no,telephone,may,tue,1205,1,nonexistent,93.994,-36.4,5191.0,0
5979,36,management,married,university.degree,no,yes,no,telephone,may,tue,133,1,nonexistent,93.994,-36.4,5191.0,2
5980,40,blue-collar,married,high.school,no,yes,no,telephone,may,tue,59,1,nonexistent,93.994,-36.4,5191.0,2
5981,50,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,229,2,nonexistent,93.994,-36.4,5191.0,2
5982,46,self-employed,single,high.school,no,yes,no,telephone,may,tue,147,1,nonexistent,93.994,-36.4,5191.0,2
5983,57,retired,married,high.school,unknown,no,no,telephone,may,tue,147,1,nonexistent,93.994,-36.4,5191.0,2
5984,40,services,single,high.school,no,yes,no,telephone,may,tue,179,1,nonexistent,93.994,-36.4,5191.0,2
5985,28,services,single,high.school,no,yes,no,telephone,may,tue,185,1,nonexistent,93.994,-36.4,5191.0,2
5986,34,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,427,1,nonexistent,93.994,-36.4,5191.0,1
5987,51,unemployed,married,professional.course,no,no,no,telephone,may,tue,171,3,nonexistent,93.994,-36.4,5191.0,2
5988,32,technician,single,high.school,no,yes,no,telephone,may,tue,237,1,nonexistent,93.994,-36.4,5191.0,2
5989,28,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,228,1,nonexistent,93.994,-36.4,5191.0,2
5990,38,admin.,single,university.degree,unknown,yes,no,telephone,may,tue,269,1,nonexistent,93.994,-36.4,5191.0,2
5991,34,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,156,2,nonexistent,93.994,-36.4,5191.0,2
5992,34,technician,married,university.degree,no,no,no,telephone,may,tue,162,1,nonexistent,93.994,-36.4,5191.0,2
5993,31,services,single,basic.9y,no,no,no,telephone,may,tue,674,1,nonexistent,93.994,-36.4,5191.0,1
5994,35,services,single,high.school,unknown,no,yes,telephone,may,tue,234,1,nonexistent,93.994,-36.4,5191.0,2
5995,41,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,tue,123,1,nonexistent,93.994,-36.4,5191.0,2
5996,29,services,married,high.school,no,yes,no,telephone,may,tue,275,1,nonexistent,93.994,-36.4,5191.0,2
5997,56,housemaid,divorced,basic.4y,unknown,no,no,telephone,may,tue,115,1,nonexistent,93.994,-36.4,5191.0,2
5998,29,technician,single,university.degree,no,yes,no,telephone,may,tue,1051,1,nonexistent,93.994,-36.4,5191.0,0
5999,27,admin.,single,university.degree,no,yes,no,telephone,may,tue,142,1,nonexistent,93.994,-36.4,5191.0,2
6000,42,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,99,1,nonexistent,93.994,-36.4,5191.0,2
6001,49,technician,married,professional.course,no,yes,no,telephone,may,tue,340,1,nonexistent,93.994,-36.4,5191.0,1
6002,49,blue-collar,married,basic.4y,no,unknown,unknown,telephone,may,tue,47,1,nonexistent,93.994,-36.4,5191.0,2
6003,40,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,182,2,nonexistent,93.994,-36.4,5191.0,2
6004,39,housemaid,married,university.degree,no,yes,no,telephone,may,tue,260,1,nonexistent,93.994,-36.4,5191.0,2
6005,31,admin.,single,high.school,no,no,no,telephone,may,tue,35,1,nonexistent,93.994,-36.4,5191.0,2
6006,46,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,121,1,nonexistent,93.994,-36.4,5191.0,2
6007,44,management,married,university.degree,no,yes,no,telephone,may,tue,143,1,nonexistent,93.994,-36.4,5191.0,2
6008,33,blue-collar,single,basic.6y,no,no,no,telephone,may,tue,472,1,nonexistent,93.994,-36.4,5191.0,1
6009,35,technician,married,professional.course,no,yes,yes,telephone,may,tue,207,2,nonexistent,93.994,-36.4,5191.0,2
6010,38,unemployed,single,high.school,no,yes,no,telephone,may,tue,597,3,nonexistent,93.994,-36.4,5191.0,1
6011,33,services,married,high.school,no,yes,yes,telephone,may,tue,274,1,nonexistent,93.994,-36.4,5191.0,2
6012,41,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,420,1,nonexistent,93.994,-36.4,5191.0,1
6013,34,technician,divorced,professional.course,no,unknown,unknown,telephone,may,tue,532,2,nonexistent,93.994,-36.4,5191.0,1
6014,32,blue-collar,married,professional.course,unknown,yes,no,telephone,may,tue,128,1,nonexistent,93.994,-36.4,5191.0,2
6015,35,entrepreneur,married,high.school,no,no,no,telephone,may,tue,62,4,nonexistent,93.994,-36.4,5191.0,2
6016,24,services,single,high.school,no,no,no,telephone,may,tue,185,1,nonexistent,93.994,-36.4,5191.0,2
6017,25,admin.,married,high.school,no,yes,yes,telephone,may,tue,275,4,nonexistent,93.994,-36.4,5191.0,2
6018,34,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,740,1,nonexistent,93.994,-36.4,5191.0,1
6019,34,technician,married,university.degree,no,no,no,telephone,may,tue,111,10,nonexistent,93.994,-36.4,5191.0,2
6020,31,admin.,divorced,high.school,no,no,no,telephone,may,tue,271,3,nonexistent,93.994,-36.4,5191.0,2
6021,38,management,married,high.school,no,no,no,telephone,may,tue,776,1,nonexistent,93.994,-36.4,5191.0,0
6022,26,admin.,single,university.degree,no,no,no,telephone,may,tue,90,2,nonexistent,93.994,-36.4,5191.0,2
6023,34,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,299,1,nonexistent,93.994,-36.4,5191.0,1
6024,35,services,married,basic.9y,unknown,yes,no,telephone,may,tue,181,1,nonexistent,93.994,-36.4,5191.0,2
6025,29,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,330,2,nonexistent,93.994,-36.4,5191.0,1
6026,51,blue-collar,divorced,basic.6y,unknown,no,no,telephone,may,tue,518,2,nonexistent,93.994,-36.4,5191.0,1
6027,50,housemaid,married,basic.4y,no,no,no,telephone,may,tue,243,2,nonexistent,93.994,-36.4,5191.0,2
6028,44,technician,divorced,basic.9y,unknown,no,no,telephone,may,tue,472,1,nonexistent,93.994,-36.4,5191.0,1
6029,27,technician,single,professional.course,no,no,no,telephone,may,tue,148,1,nonexistent,93.994,-36.4,5191.0,2
6030,34,services,married,high.school,no,no,no,telephone,may,tue,514,1,nonexistent,93.994,-36.4,5191.0,1
6031,44,technician,divorced,basic.9y,unknown,yes,yes,telephone,may,tue,388,2,nonexistent,93.994,-36.4,5191.0,1
6032,43,management,married,basic.4y,no,yes,no,telephone,may,tue,224,1,nonexistent,93.994,-36.4,5191.0,2
6033,37,unemployed,married,professional.course,no,no,no,telephone,may,tue,118,1,nonexistent,93.994,-36.4,5191.0,2
6034,45,services,married,basic.9y,no,no,no,telephone,may,tue,255,1,nonexistent,93.994,-36.4,5191.0,2
6035,30,technician,single,professional.course,no,no,no,telephone,may,tue,70,3,nonexistent,93.994,-36.4,5191.0,2
6036,43,entrepreneur,married,basic.4y,no,yes,no,telephone,may,tue,296,2,nonexistent,93.994,-36.4,5191.0,1
6037,43,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,550,1,nonexistent,93.994,-36.4,5191.0,1
6038,47,services,divorced,high.school,no,yes,no,telephone,may,tue,313,1,nonexistent,93.994,-36.4,5191.0,1
6039,53,housemaid,married,basic.4y,no,yes,no,telephone,may,tue,257,1,nonexistent,93.994,-36.4,5191.0,2
6040,45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,243,2,nonexistent,93.994,-36.4,5191.0,2
6041,47,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,77,1,nonexistent,93.994,-36.4,5191.0,2
6042,37,technician,single,university.degree,no,yes,no,telephone,may,tue,114,1,nonexistent,93.994,-36.4,5191.0,2
6043,41,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,73,2,nonexistent,93.994,-36.4,5191.0,2
6044,32,unknown,married,basic.6y,unknown,yes,no,telephone,may,tue,290,1,nonexistent,93.994,-36.4,5191.0,1
6045,48,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,86,1,nonexistent,93.994,-36.4,5191.0,2
6046,26,technician,single,professional.course,no,no,no,telephone,may,tue,126,1,nonexistent,93.994,-36.4,5191.0,2
6047,31,entrepreneur,divorced,high.school,no,yes,no,telephone,may,tue,168,1,nonexistent,93.994,-36.4,5191.0,2
6048,36,services,single,high.school,no,yes,yes,telephone,may,tue,188,1,nonexistent,93.994,-36.4,5191.0,2
6049,46,housemaid,married,basic.4y,no,no,no,telephone,may,tue,106,2,nonexistent,93.994,-36.4,5191.0,2
6050,50,admin.,divorced,high.school,no,no,no,telephone,may,tue,45,1,nonexistent,93.994,-36.4,5191.0,2
6051,45,admin.,married,basic.6y,no,yes,yes,telephone,may,tue,25,1,nonexistent,93.994,-36.4,5191.0,2
6052,45,admin.,married,basic.6y,no,yes,no,telephone,may,tue,114,1,nonexistent,93.994,-36.4,5191.0,2
6053,33,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,tue,82,1,nonexistent,93.994,-36.4,5191.0,2
6054,29,admin.,single,university.degree,no,yes,no,telephone,may,tue,33,1,nonexistent,93.994,-36.4,5191.0,2
6055,37,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,tue,322,2,nonexistent,93.994,-36.4,5191.0,1
6056,26,technician,single,professional.course,no,no,no,telephone,may,tue,446,1,nonexistent,93.994,-36.4,5191.0,1
6057,57,self-employed,married,basic.9y,unknown,yes,yes,telephone,may,tue,122,1,nonexistent,93.994,-36.4,5191.0,2
6058,45,technician,single,professional.course,no,yes,no,telephone,may,tue,121,4,nonexistent,93.994,-36.4,5191.0,2
6059,46,services,divorced,high.school,no,yes,no,telephone,may,tue,78,1,nonexistent,93.994,-36.4,5191.0,2
6060,39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,70,2,nonexistent,93.994,-36.4,5191.0,2
6061,37,blue-collar,single,professional.course,no,yes,no,telephone,may,tue,213,2,nonexistent,93.994,-36.4,5191.0,2
6062,46,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,115,1,nonexistent,93.994,-36.4,5191.0,2
6063,42,admin.,divorced,university.degree,no,no,no,telephone,may,tue,305,1,nonexistent,93.994,-36.4,5191.0,1
6064,25,management,single,basic.4y,no,no,no,telephone,may,tue,19,1,nonexistent,93.994,-36.4,5191.0,2
6065,45,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,643,2,nonexistent,93.994,-36.4,5191.0,1
6066,40,admin.,single,high.school,no,no,no,telephone,may,tue,371,2,nonexistent,93.994,-36.4,5191.0,1
6067,39,admin.,married,university.degree,unknown,no,no,telephone,may,tue,363,3,nonexistent,93.994,-36.4,5191.0,1
6068,49,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,384,1,nonexistent,93.994,-36.4,5191.0,1
6069,51,self-employed,single,university.degree,no,yes,no,telephone,may,tue,492,2,nonexistent,93.994,-36.4,5191.0,1
6070,43,blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,222,2,nonexistent,93.994,-36.4,5191.0,2
6071,35,entrepreneur,married,high.school,no,no,no,telephone,may,tue,144,1,nonexistent,93.994,-36.4,5191.0,2
6072,46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,426,2,nonexistent,93.994,-36.4,5191.0,1
6073,32,services,married,high.school,no,no,no,telephone,may,tue,181,1,nonexistent,93.994,-36.4,5191.0,2
6074,30,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,tue,39,7,nonexistent,93.994,-36.4,5191.0,2
6075,29,blue-collar,single,high.school,no,yes,no,telephone,may,tue,174,1,nonexistent,93.994,-36.4,5191.0,2
6076,41,admin.,divorced,high.school,no,no,no,telephone,may,tue,293,2,nonexistent,93.994,-36.4,5191.0,1
6077,37,admin.,married,high.school,no,no,no,telephone,may,tue,316,2,nonexistent,93.994,-36.4,5191.0,1
6078,24,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,151,1,nonexistent,93.994,-36.4,5191.0,2
6079,38,blue-collar,married,basic.6y,unknown,no,yes,telephone,may,tue,132,1,nonexistent,93.994,-36.4,5191.0,2
6080,27,services,married,high.school,unknown,yes,no,telephone,may,tue,129,1,nonexistent,93.994,-36.4,5191.0,2
6081,35,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,106,1,nonexistent,93.994,-36.4,5191.0,2
6082,28,student,single,basic.9y,unknown,yes,yes,telephone,may,tue,68,5,nonexistent,93.994,-36.4,5191.0,2
6083,31,blue-collar,divorced,basic.6y,no,no,no,telephone,may,tue,255,1,nonexistent,93.994,-36.4,5191.0,2
6084,27,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,189,1,nonexistent,93.994,-36.4,5191.0,2
6085,37,technician,married,university.degree,no,no,no,telephone,may,tue,173,3,nonexistent,93.994,-36.4,5191.0,2
6086,33,admin.,divorced,high.school,unknown,no,no,telephone,may,tue,161,2,nonexistent,93.994,-36.4,5191.0,2
6087,43,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,155,1,nonexistent,93.994,-36.4,5191.0,2
6088,44,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,tue,72,1,nonexistent,93.994,-36.4,5191.0,2
6089,43,unknown,married,high.school,unknown,no,no,telephone,may,tue,109,2,nonexistent,93.994,-36.4,5191.0,2
6090,29,admin.,single,basic.9y,unknown,no,no,telephone,may,tue,62,4,nonexistent,93.994,-36.4,5191.0,2
6091,37,blue-collar,single,professional.course,no,no,no,telephone,may,tue,137,2,nonexistent,93.994,-36.4,5191.0,2
6092,60,unknown,married,university.degree,no,no,no,telephone,may,tue,310,1,nonexistent,93.994,-36.4,5191.0,1
6093,37,blue-collar,single,basic.6y,unknown,no,no,telephone,may,tue,195,2,nonexistent,93.994,-36.4,5191.0,2
6094,51,technician,married,university.degree,no,yes,no,telephone,may,tue,470,2,nonexistent,93.994,-36.4,5191.0,1
6095,34,services,married,high.school,no,no,no,telephone,may,tue,139,1,nonexistent,93.994,-36.4,5191.0,2
6096,30,technician,divorced,professional.course,no,yes,no,telephone,may,tue,169,1,nonexistent,93.994,-36.4,5191.0,2
6097,36,services,married,high.school,no,no,no,telephone,may,tue,223,1,nonexistent,93.994,-36.4,5191.0,2
6098,36,blue-collar,single,basic.9y,unknown,no,no,telephone,may,tue,201,2,nonexistent,93.994,-36.4,5191.0,2
6099,34,services,married,high.school,no,yes,yes,telephone,may,tue,596,1,nonexistent,93.994,-36.4,5191.0,1
6100,37,technician,married,professional.course,no,no,no,telephone,may,tue,253,16,nonexistent,93.994,-36.4,5191.0,2
6101,38,management,single,university.degree,no,no,no,telephone,may,tue,600,2,nonexistent,93.994,-36.4,5191.0,1
6102,55,services,married,high.school,no,yes,no,telephone,may,tue,133,1,nonexistent,93.994,-36.4,5191.0,2
6103,49,unknown,married,high.school,unknown,yes,no,telephone,may,tue,43,1,nonexistent,93.994,-36.4,5191.0,2
6104,47,admin.,married,high.school,no,no,no,telephone,may,tue,731,3,nonexistent,93.994,-36.4,5191.0,1
6105,31,admin.,single,university.degree,no,yes,no,telephone,may,tue,659,4,nonexistent,93.994,-36.4,5191.0,1
6106,56,retired,married,basic.4y,no,yes,yes,telephone,may,tue,112,1,nonexistent,93.994,-36.4,5191.0,2
6107,35,entrepreneur,divorced,university.degree,no,no,no,telephone,may,tue,124,1,nonexistent,93.994,-36.4,5191.0,2
6108,34,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,59,1,nonexistent,93.994,-36.4,5191.0,2
6109,29,self-employed,married,university.degree,unknown,yes,no,telephone,may,tue,121,1,nonexistent,93.994,-36.4,5191.0,2
6110,57,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,98,1,nonexistent,93.994,-36.4,5191.0,2
6111,48,technician,married,basic.6y,no,no,yes,telephone,may,tue,175,1,nonexistent,93.994,-36.4,5191.0,2
6112,53,self-employed,married,university.degree,no,no,yes,telephone,may,tue,202,1,nonexistent,93.994,-36.4,5191.0,2
6113,37,admin.,married,high.school,no,no,no,telephone,may,tue,185,1,nonexistent,93.994,-36.4,5191.0,2
6114,30,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,170,1,nonexistent,93.994,-36.4,5191.0,2
6115,47,blue-collar,single,basic.4y,no,no,no,telephone,may,tue,184,1,nonexistent,93.994,-36.4,5191.0,2
6116,26,technician,married,basic.6y,no,no,yes,telephone,may,tue,261,1,nonexistent,93.994,-36.4,5191.0,2
6117,33,self-employed,married,high.school,no,yes,no,telephone,may,tue,103,1,nonexistent,93.994,-36.4,5191.0,2
6118,43,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,190,1,nonexistent,93.994,-36.4,5191.0,2
6119,29,blue-collar,single,unknown,no,no,no,telephone,may,tue,198,1,nonexistent,93.994,-36.4,5191.0,2
6120,22,services,single,basic.9y,no,no,no,telephone,may,tue,170,1,nonexistent,93.994,-36.4,5191.0,2
6121,51,retired,married,university.degree,no,yes,yes,telephone,may,tue,235,5,nonexistent,93.994,-36.4,5191.0,2
6122,45,technician,married,basic.9y,unknown,no,no,telephone,may,tue,166,2,nonexistent,93.994,-36.4,5191.0,2
6123,29,admin.,single,university.degree,no,no,no,telephone,may,tue,169,2,nonexistent,93.994,-36.4,5191.0,2
6124,31,services,married,high.school,no,yes,no,telephone,may,tue,125,1,nonexistent,93.994,-36.4,5191.0,2
6125,47,technician,married,professional.course,unknown,yes,no,telephone,may,tue,272,3,nonexistent,93.994,-36.4,5191.0,2
6126,48,unemployed,married,basic.4y,no,yes,no,telephone,may,tue,265,2,nonexistent,93.994,-36.4,5191.0,2
6127,38,technician,married,professional.course,no,yes,no,telephone,may,tue,233,2,nonexistent,93.994,-36.4,5191.0,2
6128,50,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,tue,307,2,nonexistent,93.994,-36.4,5191.0,1
6129,31,admin.,married,high.school,no,yes,no,telephone,may,tue,246,1,nonexistent,93.994,-36.4,5191.0,2
6130,27,admin.,divorced,high.school,no,no,no,telephone,may,tue,290,4,nonexistent,93.994,-36.4,5191.0,1
6131,39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,56,2,nonexistent,93.994,-36.4,5191.0,2
6132,35,admin.,married,basic.9y,no,no,no,telephone,may,tue,259,1,nonexistent,93.994,-36.4,5191.0,2
6133,28,management,married,high.school,unknown,no,no,telephone,may,tue,375,1,nonexistent,93.994,-36.4,5191.0,1
6134,34,entrepreneur,single,professional.course,no,no,no,telephone,may,tue,290,1,nonexistent,93.994,-36.4,5191.0,1
6135,30,self-employed,married,basic.9y,no,no,no,telephone,may,tue,148,3,nonexistent,93.994,-36.4,5191.0,2
6136,38,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,174,1,nonexistent,93.994,-36.4,5191.0,2
6137,29,self-employed,married,basic.6y,unknown,yes,no,telephone,may,tue,32,1,nonexistent,93.994,-36.4,5191.0,2
6138,35,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,tue,521,1,nonexistent,93.994,-36.4,5191.0,1
6139,32,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,537,9,nonexistent,93.994,-36.4,5191.0,1
6140,33,management,married,university.degree,no,yes,no,telephone,may,tue,316,1,nonexistent,93.994,-36.4,5191.0,1
6141,50,services,single,high.school,unknown,no,no,telephone,may,tue,332,1,nonexistent,93.994,-36.4,5191.0,1
6142,57,management,divorced,university.degree,no,no,no,telephone,may,tue,35,1,nonexistent,93.994,-36.4,5191.0,2
6143,31,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,935,1,nonexistent,93.994,-36.4,5191.0,0
6144,37,technician,single,university.degree,no,yes,yes,telephone,may,tue,173,1,nonexistent,93.994,-36.4,5191.0,2
6145,37,technician,single,university.degree,no,no,no,telephone,may,tue,144,1,nonexistent,93.994,-36.4,5191.0,2
